Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
38318,MCA HWH LOCA,20,HWH,HOWRAH JN.,16:00:00,16:00:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38321,HWH-MCA LOCA,1,HWH,HOWRAH JN.,22:55:00,22:55:00,0,HWH,HOWRAH JN.,MCA,MECHEDA
38401,HWH PKU LOCA,1,HWH,HOWRAH JN.,05:22:00,05:22:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38402,PKU HWH LOCA,24,HWH,HOWRAH JN.,04:52:00,04:52:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38403,HWH PKU LOCA,1,HWH,HOWRAH JN.,05:45:00,05:45:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38404,PKU HWH LOCA,24,HWH,HOWRAH JN.,05:10:00,05:10:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38405,HWH PKU LOCA,1,HWH,HOWRAH JN.,06:43:00,06:43:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38406,PKU HWH LOCA,24,HWH,HOWRAH JN.,05:52:00,05:52:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38408,PKU HWH LOCA,24,HWH,HOWRAH JN.,06:20:00,06:20:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38409,HWH PKU LOCA,1,HWH,HOWRAH JN.,07:45:00,07:45:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38410,PKU HWH LOCA,24,HWH,HOWRAH JN.,06:52:00,06:52:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38411,HWH-PKU LOCA,1,HWH,HOWRAH JN.,08:13:00,08:13:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38412,PKU HWH LOCA,24,HWH,HOWRAH JN.,07:30:00,07:30:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38413,HWH PKU LOCA,1,HWH,HOWRAH JN.,09:00:00,09:00:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38414,PKU HWH LOCA,24,HWH,HOWRAH JN.,08:20:00,08:20:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38416,PKU HWH LOCA,24,HWH,HOWRAH JN.,09:10:00,09:10:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38419,HWH-PKU LOCA,1,HWH,HOWRAH JN.,10:10:00,10:10:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38421,HWH PKU LOCA,1,HWH,HOWRAH JN.,11:15:00,11:15:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38423,HWH PKU LOCA,1,HWH,HOWRAH JN.,13:10:00,13:10:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38425,HWH PKU LOCA,1,HWH,HOWRAH JN.,13:55:00,13:55:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38427,HWH PKU LOCA,1,HWH,HOWRAH JN.,14:40:00,14:40:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38431,HWH PKU LOCA,1,HWH,HOWRAH JN.,15:45:00,15:45:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38433,HWH PKU LOCA,1,HWH,HOWRAH JN.,16:15:00,16:15:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38437,HWH PKU LOCA,1,HWH,HOWRAH JN.,17:35:00,17:35:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38447,HWH PKU LOCA,1,HWH,HOWRAH JN.,19:48:00,19:48:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38449,HWH PKU LOCA,1,HWH,HOWRAH JN.,20:22:00,20:22:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38451,HWH PKU LOCA,1,HWH,HOWRAH JN.,21:10:00,21:10:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38452,PKU HWH LOCA,24,HWH,HOWRAH JN.,21:07:00,21:07:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38453,HWH PKU LOCA,1,HWH,HOWRAH JN.,22:25:00,22:25:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38454,PKU HWH LOCA,24,HWH,HOWRAH JN.,22:10:00,22:10:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38455,HWH-PKU LOCA,1,HWH,HOWRAH JN.,23:35:00,23:35:00,0,HWH,HOWRAH JN.,PKU,PANSKURA
38456,PKU-HWH LOCA,24,HWH,HOWRAH JN.,23:15:00,23:15:00,70,PKU,PANSKURA,HWH,HOWRAH JN.
38501,HWH BCK LOCA,1,HWH,HOWRAH JN.,11:28:00,11:28:00,0,HWH,HOWRAH JN.,BCK,BALICHAK
38502,BCK HWH LOCA,29,HWH,HOWRAH JN.,16:30:00,16:30:00,91,BCK,BALICHAK,HWH,HOWRAH JN.
38601,HWH - KIG SU,1,HWH,HOWRAH JN.,09:25:00,09:25:00,0,HWH,HOWRAH JN.,KIG,KOLAGHAT
38602,KIG - HWH SU,19,HWH,HOWRAH JN.,12:43:00,12:43:00,54,KIG,KOLAGHAT,HWH,HOWRAH JN.
38701,HWH KGP LOCA,1,HWH,HOWRAH JN.,03:05:00,03:05:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38702,KGP HWH LOCA,33,HWH,HOWRAH JN.,05:35:00,05:35:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38703,HWH-KGP EMU,1,HWH,HOWRAH JN.,03:25:00,03:25:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38704,KGP HWH LOCA,33,HWH,HOWRAH JN.,06:32:00,06:32:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38705,HWH-KGP LOCA,1,HWH,HOWRAH JN.,04:55:00,04:55:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38706,KGP HWH LOCA,32,HWH,HOWRAH JN.,08:00:00,08:00:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38707,HWH KGP LOCA,1,HWH,HOWRAH JN.,07:15:00,07:15:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38708,KGP-HWH EMU,33,HWH,HOWRAH JN.,09:30:00,09:30:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38710,KGP HWH LADI,33,HWH,HOWRAH JN.,09:45:00,09:45:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38711,HWH-KGP LOCA,1,HWH,HOWRAH JN.,10:50:00,10:50:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38713,HWH KGP LOCA,1,HWH,HOWRAH JN.,11:55:00,11:55:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38719,HWH-KGP LOCA,1,HWH,HOWRAH JN.,14:10:00,14:10:00,0,HWH,HOWRAH JN.,KGP,KHARAGPUR
38726,KGP HWH  LOC,33,HWH,HOWRAH JN.,20:40:00,20:40:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38728,KGP HWH LOCA,31,HWH,HOWRAH JN.,21:47:00,21:47:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38730,KGP HWH LOCA,27,HWH,HOWRAH JN.,23:25:00,23:25:00,115,KGP,KHARAGPUR,HWH,HOWRAH JN.
38801,HWH-MDN LOCA,1,HWH,HOWRAH JN.,02:40:00,02:40:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38802,MDN HWH LOCA,36,HWH,HOWRAH JN.,07:12:00,07:12:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38803,HWH MDN LOCA,1,HWH,HOWRAH JN.,04:25:00,04:25:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38804,MDN-HWH LOCA,34,HWH,HOWRAH JN.,08:50:00,08:50:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38805,HWH MDN OCAL,1,HWH,HOWRAH JN.,05:35:00,05:35:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38806,MDN HWH LOCA,14,HWH,HOWRAH JN.,09:00:00,09:00:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38807,HWH MDN LOCA,1,HWH,HOWRAH JN.,06:30:00,06:30:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38808,MDN HWH LOCA,26,HWH,HOWRAH JN.,09:35:00,09:35:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38809,HWH MDN LOCA,1,HWH,HOWRAH JN.,08:00:00,08:00:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38810,MDN HWH LOCA,36,HWH,HOWRAH JN.,11:00:00,11:00:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38811,HWH-MDN LOCA,1,HWH,HOWRAH JN.,08:50:00,08:50:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38812,MDN HWH LOCA,36,HWH,HOWRAH JN.,12:32:00,12:32:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38813,HWH MDN LOCA,1,HWH,HOWRAH JN.,09:47:00,09:47:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38814,MDN HWH LOCA,36,HWH,HOWRAH JN.,14:27:00,14:27:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38815,HWH - MDN LO,1,HWH,HOWRAH JN.,10:25:00,10:25:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38816,MDN HWH LOCA,33,HWH,HOWRAH JN.,15:20:00,15:20:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38817,HWH-MDN LOCA,1,HWH,HOWRAH JN.,12:15:00,12:15:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38818,MDN-HWH LOCA,36,HWH,HOWRAH JN.,16:20:00,16:20:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38819,HWH MDN LOCA,1,HWH,HOWRAH JN.,13:35:00,13:35:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38820,MDN - HWH LO,36,HWH,HOWRAH JN.,17:42:00,17:42:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38821,HWH MDN,1,HWH,HOWRAH JN.,16:00:00,16:00:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38822,MDN HWH LOCA,33,HWH,HOWRAH JN.,18:48:00,18:48:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38823,HWH-MDN LOCA,1,HWH,HOWRAH JN.,17:20:00,17:20:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38824,MDN-HWH LOCA,29,HWH,HOWRAH JN.,19:25:00,19:25:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38825,HWH-MDN LOCA,1,HWH,HOWRAH JN.,18:15:00,18:15:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38826,MDN HWH LOCA,36,HWH,HOWRAH JN.,21:22:00,21:22:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38827,HWH MDN LOCA,1,HWH,HOWRAH JN.,18:35:00,18:35:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38828,MDN HWH LOCA,36,HWH,HOWRAH JN.,22:27:00,22:27:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38829,HWH-MDN LOCA,1,HWH,HOWRAH JN.,19:35:00,19:35:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38830,MDN-HWH LOCA,36,HWH,HOWRAH JN.,00:05:00,00:05:00,128,MDN,MIDNAPORE,HWH,HOWRAH JN.
38831,HWH MDN LOCA,1,HWH,HOWRAH JN.,20:10:00,20:10:00,0,HWH,HOWRAH JN.,MDN,MIDNAPORE
38905,HWH - AMTA L,1,HWH,HOWRAH JN.,06:15:00,06:15:00,0,HWH,HOWRAH JN.,AMZ,AMTA
38908,AMZ HWH LOCA,21,HWH,HOWRAH JN.,09:40:00,09:40:00,49,AMZ,AMTA,HWH,HOWRAH JN.
38909,HWH AMZ LOCA,1,HWH,HOWRAH JN.,10:35:00,10:35:00,0,HWH,HOWRAH JN.,AMZ,AMTA
38923,HWH-AMZ LOCA,1,HWH,HOWRAH JN.,21:42:00,21:42:00,0,HWH,HOWRAH JN.,AMZ,AMTA
38924,AMZ-HWH LOCA,21,HWH,HOWRAH JN.,22:43:00,22:43:00,49,AMZ,AMTA,HWH,HOWRAH JN.
53001,HWH - AZ PAS,1,HWH,HOWRAH JN.,16:00:00,16:00:00,0,HWH,HOWRAH JN.,AZ,AZIMGANJ JN.
53002,AZ-HWH PASSE,36,HWH,HOWRAH JN.,03:50:00,03:50:00,216,AZ,AZIMGANJ JN.,HWH,HOWRAH JN.
53041,HWH- JYG PAS,1,HWH,HOWRAH JN.,07:15:00,07:15:00,0,HWH,HOWRAH JN.,JYG,JAYNAGAR
53042,JYG-HWH PASS,107,HWH,HOWRAH JN.,23:00:00,23:00:00,718,JYG,JAYNAGAR,HWH,HOWRAH JN.
53043,HWH-RGD PASS,1,HWH,HOWRAH JN.,11:10:00,11:10:00,0,HWH,HOWRAH JN.,RGD,RAJGIR
53044,RGD-HWH PASS,73,HWH,HOWRAH JN.,12:10:00,12:10:00,653,RGD,RAJGIR,HWH,HOWRAH JN.
53045,MAYURAKSHI F,1,HWH,HOWRAH JN.,16:25:00,16:25:00,0,HWH,HOWRAH JN.,RPH,RAMPUR HAT
53046,MAYURAKSHI F,20,HWH,HOWRAH JN.,11:35:00,11:35:00,287,RPH,RAMPUR HAT,HWH,HOWRAH JN.
53047,VISWABHARARI,1,HWH,HOWRAH JN.,16:40:00,16:40:00,0,HWH,HOWRAH JN.,RPH,RAMPUR HAT
53048,VISWABHARATI,23,HWH,HOWRAH JN.,10:10:00,10:10:00,218,RPH,RAMPUR HAT,HWH,HOWRAH JN.
53049,HWH-MKA PASS,1,HWH,HOWRAH JN.,23:10:00,23:10:00,0,HWH,HOWRAH JN.,MKA,MOKAMA JN.
53050,MKA - HWH PA,50,HWH,HOWRAH JN.,03:00:00,03:00:00,454,MKA,MOKAMA JN.,HWH,HOWRAH JN.
58001,HWH  PURI  P,1,HWH,HOWRAH JN.,00:05:00,00:05:00,0,HWH,HOWRAH JN.,PURI,PURI
58003,HWH-BHC PASS,1,HWH,HOWRAH JN.,15:25:00,15:25:00,0,HWH,HOWRAH JN.,BHC,BHADRAKH
58004,BHC-HWH PASS,39,HWH,HOWRAH JN.,11:30:00,11:30:00,298,BHC,BHADRAKH,HWH,HOWRAH JN.
58011,HWH-ADRA CKP,1,HWH,HOWRAH JN.,23:05:00,23:05:00,0,HWH,HOWRAH JN.,CKP,CHAKARADHARPUR
58012,CKP-ADRA-HWH,45,HWH,HOWRAH JN.,04:20:00,04:20:00,441,CKP,CHAKARADHARPUR,HWH,HOWRAH JN.
58015,HWH ADRA SHI,1,HWH,HOWRAH JN.,17:45:00,17:45:00,0,HWH,HOWRAH JN.,ADRA,ADRA
58016,ADRA HWH SHI,28,HWH,HOWRAH JN.,10:10:00,10:10:00,284,ADRA,ADRA,HWH,HOWRAH JN.
63501,HWH- BWN M/L,1,HWH,HOWRAH JN.,01:50:00,01:50:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
63502,BWN - HWH LO,34,HWH,HOWRAH JN.,00:15:00,00:15:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
68003,HWH-GTS MEMU,1,HWH,HOWRAH JN.,10:00:00,10:00:00,0,HWH,HOWRAH JN.,GTS,GHATSILA
68004,GTS-HWH MEMU,23,HWH,HOWRAH JN.,18:22:00,18:22:00,214,GTS,GHATSILA,HWH,HOWRAH JN.
68007,HWH JER MEMU,1,HWH,HOWRAH JN.,17:00:00,17:00:00,0,HWH,HOWRAH JN.,JER,JALESWAR
